"Código SIEX";"Código asociación";"NIF";"Razón social";"Detalle";"CA";Fecha de alta;Fecha de modificación;Fecha de baja
"741";"SV250069";"F25003815";"ADV PALAU D'ANGLESOLA (STAT. COOP. CAT. LTDA. AGRARIA SANT ROC)";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"742";"SV250070";"F25275470";"ADV FRUITS D'ALFARRÀS";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"743";"SV250071";"V25309394";"ADV VALLMANYA (SAT FRUITA D'ALCARRÀS-FRUITS CABEROL)";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"744";"SV250073";"F25220104";"ADV FRUITS SECS GARRIGUES";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"745";"SV250078";"F25009762";"ADV COOP. DEL CAMP SANT GAIETÀ D'ALMENAR SCCL";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"746";"SV250080";"F25003898";"ADV COOPERATIVA PIRENAICA";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"747";"SV250081";"F25008277";"ADV FRUILAR SAT 197";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"748";"SV250084";"F25023938";"ADV ACTEL-1";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"749";"SV250086";"F25007469";"ADV COFRUSE (FRUTERA SEGRIÀ SCCL)";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"750";"SV250087";"F25011461";"ADV NUFRI SAT1596";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"751";"SV250091";"G25544347";"ADV DE PRODUCCIÓ ECOLÒGICA DE PONENT";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"752";"SV250092";"F25012311";"ADV DE LA COOPERATIVA DEL CAMP SANT MIQUEL SCCL DE BELL-LLOC";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"753";"SV250094";"G25682816";"ADV FRUITERS D'URGELL ASSOCIACIÓ";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;17/01/2025
"754";"SV250096";"F25306614";"ADV SAT SEGRIÀ GARRIGUES";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"755";"SV250097";"G25739632";"ADV PLA DE LLEIDA";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"756";"SV250098";"G25739798";"ADV CULTIUS DE LLEIDA";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"757";"SV250100";"G25756768";"ADV FRUITERS DEL SEGRE";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"758";"SV250101";"G25777038";"ADV PRODUCTORS D'OLIVA I FRUITA SECA";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"759";"SV250102";"V25803032";"ADV FRUITS ECOLÒGICS I CONVENCIONALS SAT CAT";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"760";"SV250103";"F25392143";"ADV FRUTAITO SAT Nº 9904";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"761";"SV250104";"F25380155";"ADV SANT DOMENEC";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"762";"SV250105";"G25833625";"ADV ARO-PONENT";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"763";"SV250107";"G25832148";"ADV DE RAIMAT";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"764";"SV250108";"G25846221";"ADV AGROTÈCNICA DE LLEIDA, ASSOC.";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"765";"SV250109";"G25848177";"ADV SEMPRE VERDA ES LA MEVA VALL";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"766";"SV250110";"F25009739";"ADV CAMP SANT FAUST I SECCIÓ DE CRÈDIT D'ALGUAIRE, SCCL";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"767";"SV250111";"F25015900";"ADV COOP. DEL CAMP SANT GAIETÀ D'AITONA ";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"768";"SV250112";"G25860982";"ADV ASSESSORAMENT I QUALITAT";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"769";"SV250113";"G06765416";"ADV CULTIUS DE PONENT";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"770";"SV250114";"G67756833";"ADV AGROASSESSORS";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"771";"SV250115";"G67890434";"ADV PREPIRINEU-PONENT";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;13/02/2026;
"772";"SV250116";"G09871781";"ADV FEM AGRICULTURA";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"773";"SV250117";"G72904428";"ADV ASSESSORAMENT INTEGRAL ARARI";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"774";"SV250118";"G72880057";"ADV AGROBORGES";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"775";"SV430014";"G43244540";"ADV VITICULTORS DE LA CONCA";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"776";"SV430015";"G43306083";"ADV COSELVA";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"777";"SV430019";"G43311646";"ADV BAIX CAMP SUD";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"778";"SV430027";"G43402627";"ADV HORTA PROTEGIDA DEL CAMP DE TARRAGONA";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"779";"SV430034";"G43483825";"ADV VITIOLEICULTORS BAIX PENEDÈS-GARRAF";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"780";"SV430040";"F43074855";"ADV AVELLANES DEL CAMP (L'AVELLANERA I SECCIÓ DE CRÈDIT SCCL.)";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"781";"SV430043";"G43609858";"ADV VITICULTORS DE L'ALT CAMP";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"782";"SV430045";"G43682988";"ADV AVELLANES DE CATALUNYA NOVA";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"783";"SV430047";"G43637180";"ADV DE L'AVELLANA I CULTIUS MEDITERRANIS ";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"784";"SV430049";"Q4300153F";"ADV D.O. MONTSANT";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"785";"SV430050";"G43378520";"ADV ASSOCIACIÓ D'HORTÍCULTURA ORNAMENTAL DE LA PROVÍNCIA DE TARRAGONA";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"786";"SV430051";"G43804822";"ADV INTERCOOPERATIVA DE CAMBRILS";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"787";"SV430054";"G43946003";"ADV AGRICULTORS DEL PLA DE MANLLEU";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"788";"SV430055";"G55645204";"ADV CELLERS DOMENYS ASSOC.";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"789";"SV430056";"F43013457";"ADV VINÍCOLA DE SARRAL I SECCIÓ DE CRÈDIT, COVISAL, SCCL";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"790";"SV430057";"V43095819";"ADV D.O.Q PRIORAT";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"791";"SV430058";"G72910565";"ADV MARGES DEL GAIÀ";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"792";"SV600002";"F12011052";"ADV EXP. AGRIS ALCANAR (COPALCA)";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"793";"SV600004";"F43046580";"ADV VIVEROS ALCANAR";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"794";"SV600005";"V43261247";"ADV D.O. TERRA ALTA";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"795";"SV600007";"G43085364";"ADV PEL CONTROL DE LA MOSCA DE L'OLIVA";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"796";"SV600009";"G43657493";"ADV DE L'ARRÒS I ALTRES CULTIUS DEL DELTA DE L'EBRE";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"797";"SV600013";"F43440759";"ADV SOLDEBRE CÍTRICS";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"798";"SV600014";"F43517051";"ADV BAIX MON SAT Nº 1379 CAT";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;17/01/2025
"799";"SV600018";"F43012491";"ADV DE LA TORRE DE L'ESPANYOL";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"800";"SV600019";"V43923614";"ADV CÍTRICS TERRES DE L'EBRE";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"801";"SV600030";"F43022086";"ADV GRUP FRUITER SCCL DE BENISSANET ";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;
"802";"SV600031";"Q4300148F";"ADV DOP OLI TERRA ALTA";"Agrupación de Defensa Vegetal";"CATALUÑA";26/12/2023;;16/09/2025
"803";"SV250121";"F25284209";"ADV GRUP COOPERATIU FRUITS DE PONENT, SCCL";"Agrupación de Defensa Vegetal";"CATALUÑA";29/02/2024;17/01/2025;16/09/2025
"804";"SV430059";"F43010727";"ADV AGROPECUARIA COPERAL SCCL";"Agrupación de Defensa Vegetal";"CATALUÑA";14/03/2024;17/01/2025;
"805";"SV250119";"G44670123";"ADV CULTIUS DE LA TERRAFERMA";"Agrupación de Defensa Vegetal";"CATALUÑA";14/03/2024;17/01/2025;
"806";"SV250120";"F25003435";"ADV AGROSERVEIS D'ALMACELLES, SCCL";"Agrupación de Defensa Vegetal";"CATALUÑA";14/03/2024;17/01/2025;
"807";"SV430060";"F43012608";"ADV CELLER COOPERATIU I SECCIO DE CREDIT DE VILA-RODONA, SCCL";"Agrupación de Defensa Vegetal";"CATALUÑA";19/03/2024;17/01/2025;
"808";"SV170026";"G75670661";"ADV AGROECOLÒGIA ORIENTAL";"Agrupación de Defensa Vegetal";"CATALUÑA";17/01/2025;17/01/2025;
"809";"SV250122";"V13814744";"ADV DEL PALLARS";"Agrupación de Defensa Vegetal";"CATALUÑA";22/08/2025;;
"810";"SV600031";"F43721380";"ADV VITICULTORS BATEANS S.C.C.L.";"Agrupación de Defensa Vegetal";"CATALUÑA";22/08/2025;;
"811";"SV080038";"G58149790";"ADV ASSOCIACIÓ D'AGRICULTORS VIVERISTES DE LA PROVÍNCIA DE BARCELONA";;"CATALUÑA";21/11/2025;;
"812";"SV250123";"F01664200";"ADV NUFRESCO  SCCL";"Agrupación de Defensa Vegetal";"CATALUÑA";17/12/2025;;
